FID,F1,F2,F3,F4,F5,ID
6855,-84.759236,31.187913,4.3,5.9,49.091,6884
6856,-84.759257,31.187973,4.1,6.4,49.128,6885
6857,-84.759268,31.188004,4.5,6.7,49.093,6886
6858,-84.759278,31.188034,4.4,5.5,49.148,6887
6859,-84.759289,31.188064,3.5,6.2,49.162,6888
6860,-84.7593,31.188094,3,6.2,49.19,6889
6861,-84.759311,31.188125,2.6,5.7,49.215,6890
6862,-84.759321,31.188152,2.1,5.1,49.115,6891
6863,-84.75933,31.188177,1.6,4.1,49.13,6892
6864,-84.759338,31.188199,1.4,3.8,49.138,6893
6865,-84.759344,31.188221,1.3,3.6,49.141,6894
6866,-84.759352,31.188242,1.3,2.9,49.134,6895
6867,-84.759359,31.188263,0.9,2.5,49.159,6896
6868,-84.759367,31.188283,0.7,1.9,49.151,6897
6869,-84.759375,31.188304,1.4,2.4,49.146,6898
6870,-84.759383,31.188327,1.8,3.2,49.199,6899
6871,-84.759392,31.188353,2,3.8,49.255,6900
6872,-84.759402,31.188383,2,3.7,49.347,6901
6873,-84.759413,31.188413,2.1,3.8,49.367,6902
6874,-84.759423,31.188444,2,3.6,49.434,6903
6875,-84.759434,31.188474,1.4,3.1,49.448,6904
6876,-84.759444,31.188504,1,2.7,49.475,6905
6877,-84.759455,31.188534,1.4,3,49.519,6906
6878,-84.759466,31.188563,1.1,2.9,49.501,6907
6879,-84.759474,31.188589,0.8,2,49.487,6908
6880,-84.759481,31.188609,0.9,1.9,49.468,6909
6881,-84.759488,31.188627,1.2,2.3,49.476,6910
6882,-84.759494,31.188644,1.3,2.8,49.489,6911
6883,-84.759499,31.188659,1.8,2.6,49.484,6912
6884,-84.759504,31.188673,1.3,2.4,49.457,6913
6885,-84.759509,31.188686,1.9,3.1,49.311,6914
6886,-84.759515,31.188704,1.1,3.5,49.387,6915
6887,-84.759521,31.188723,1.4,2.9,49.461,6916
6888,-84.759528,31.188741,1.1,2.8,49.458,6917
6889,-84.759534,31.18876,1.2,2,49.461,6918
6890,-84.759542,31.188781,0.8,2.6,49.426,6919
6891,-84.75955,31.188803,1.5,2.5,49.476,6920
6892,-84.759557,31.188824,1.3,2.9,49.436,6921
6893,-84.759566,31.188849,1.1,2.4,49.402,6922
6894,-84.759575,31.188875,1.2,2.9,49.436,6923
6895,-84.759584,31.1889,1.5,2.7,49.371,6924
6896,-84.759593,31.188926,1.5,3.3,49.402,6925
6897,-84.759602,31.188952,2.2,5,49.369,6926
6898,-84.759611,31.188978,2.6,4.7,49.344,6927
6899,-84.75962,31.189004,2.2,4.6,49.316,6928
6900,-84.759629,31.189032,2.3,4.8,49.314,6929
6901,-84.75964,31.189062,2.6,5.2,49.331,6930
6902,-84.759651,31.189092,2.2,5.4,49.356,6931
6903,-84.759661,31.189123,2.4,5.6,49.374,6932
6904,-84.759671,31.189153,2.5,6.4,49.356,6933
6905,-84.759683,31.189183,2.9,6,49.418,6934
6906,-84.759693,31.189214,2.4,6.3,49.388,6935
6907,-84.759704,31.189244,2.9,5.9,49.409,6936
6908,-84.759715,31.189274,2.6,5.3,49.423,6937
6909,-84.759726,31.189305,2.7,6.1,49.431,6938
6910,-84.759736,31.189335,2.4,5.6,49.415,6939
6911,-84.759747,31.189366,2.4,5.2,49.37,6940
6912,-84.759758,31.189397,2.6,4.8,49.368,6941
6913,-84.759768,31.189427,2.1,4.9,49.343,6942
6914,-84.759778,31.189458,2,4.8,49.321,6943
6915,-84.759789,31.189488,2.1,4.8,49.268,6944
6916,-84.759799,31.189518,2,4.6,49.253,6945
6917,-84.759808,31.189543,1.8,4.8,49.226,6946
6918,-84.759817,31.189569,1.7,4.1,49.182,6947
6919,-84.759826,31.189594,1.6,3.3,49.133,6948
6920,-84.759836,31.18962,1.3,3.1,49.135,6949
6921,-84.759845,31.189645,1.5,4.1,49.141,6950
6922,-84.759854,31.18967,1.6,4.6,49.149,6951
6923,-84.759862,31.189696,2.2,3.7,49.189,6952
6924,-84.759872,31.189722,1.7,3.8,49.28,6953
6925,-84.759881,31.189747,1.7,3.9,49.289,6954
6926,-84.75989,31.189772,1.6,3.6,49.33,6955
6927,-84.759899,31.189798,1.6,4.4,49.369,6956
6928,-84.759908,31.189826,2,5,49.402,6957
6929,-84.759918,31.189856,2.3,6.2,49.387,6958
6930,-84.75994,31.189916,3.5,7.1,49.453,6959
6931,-84.759951,31.189947,3.5,6.8,49.546,6960
6932,-84.759961,31.189977,3.7,7.5,49.562,6961
6933,-84.759972,31.190007,4,7.5,49.591,6962
6934,-84.759983,31.190037,3.8,8.2,49.663,6963
6935,-84.759993,31.190068,4,8.1,49.695,6964
6936,-84.760004,31.190098,4.3,7.8,49.724,6965
6937,-84.760015,31.190128,4.5,8.9,49.735,6966
6938,-84.760026,31.190158,3.6,8.3,49.819,6967
6939,-84.760037,31.190188,3.1,7,49.833,6968
6940,-84.760047,31.190219,3.3,6.8,49.889,6969
6941,-84.760058,31.190249,3.3,6.7,49.917,6970
6942,-84.760068,31.190279,2.8,6,49.943,6971
6943,-84.760079,31.190309,2.6,5.6,49.962,6972
6944,-84.76009,31.19034,3,6.3,50.021,6973
6945,-84.7601,31.19037,3.1,6.6,50.053,6974
6946,-84.760111,31.1904,3.1,7,50.073,6975
6947,-84.760121,31.190431,2.6,5.3,50.136,6976
6948,-84.760132,31.190461,2.5,5.5,50.189,6977
6949,-84.760142,31.190491,2.1,5.5,50.228,6978
6950,-84.760153,31.190521,2.1,5.6,50.242,6979
6951,-84.760163,31.190551,1.8,5.6,50.291,6980
6952,-84.760174,31.190581,1.8,4.7,50.354,6981
6953,-84.760185,31.190612,1.6,4.5,50.391,6982
6954,-84.760195,31.190642,1.6,5.2,50.445,6983
6955,-84.760206,31.190672,2.4,5.3,50.46,6984
6956,-84.760217,31.190703,3.1,6.8,50.51,6985
6957,-84.760227,31.190734,3.2,6.7,50.538,6986
6958,-84.760238,31.190764,3.7,7.6,50.531,6987
6959,-84.760248,31.190795,3.4,7,50.547,6988
6960,-84.760258,31.190825,4.6,8.4,50.594,6989
6961,-84.760269,31.190856,3.7,7,50.638,6990
6962,-84.760279,31.190886,4.3,8.8,50.668,6991
6963,-84.76029,31.190916,4,7,50.675,6992
6964,-84.760301,31.190946,3.8,8,50.684,6993
6965,-84.760312,31.190977,3.9,7.6,50.716,6994
6966,-84.760322,31.191007,4.4,8,50.682,6995
6967,-84.760331,31.191033,4.5,7.5,50.685,6996
6968,-84.760339,31.191057,4.9,7.4,50.659,6997
6969,-84.760347,31.191078,4.8,7.7,50.621,6998
6970,-84.760355,31.191099,4.9,7.5,50.595,6999
6971,-84.760362,31.19112,4.4,6.8,50.51,7000
6972,-84.760369,31.191141,3,6.3,50.438,7001
6973,-84.760378,31.191162,6.4,8.6,50.458,7002
6974,-84.760386,31.191187,7,8.2,50.503,7003
6975,-84.760396,31.191214,6.8,7.8,50.61,7004
6976,-84.760405,31.191244,6.6,6.8,50.638,7005
6977,-84.760417,31.191274,5.8,7.2,50.709,7006
6978,-84.760426,31.191305,6.1,13.8,50.749,7007
6979,-84.760437,31.191335,6.1,8.7,50.821,7008
6980,-84.760448,31.191365,5.9,9.1,50.891,7009
6981,-84.760459,31.191395,4.5,8.2,50.924,7010
6982,-84.760469,31.191425,4.6,8.3,50.988,7011
6983,-84.76048,31.191455,4.4,7.9,50.991,7012
6984,-84.760491,31.191486,4,8,51.053,7013
6985,-84.760502,31.191516,4.3,7.9,51.044,7014
6986,-84.760512,31.191547,5.6,7.7,51.056,7015
6987,-84.760522,31.191575,5.4,8.1,51.081,7016
6988,-84.76053,31.191598,5.5,6.9,51.08,7017
6989,-84.760537,31.191618,4.9,5.5,50.991,7018
6990,-84.760543,31.191635,5.4,5.8,50.964,7019
6991,-84.760548,31.19165,5,5.9,50.928,7020
6992,-84.760554,31.191665,4.6,5.6,50.881,7021
6993,-84.760559,31.191679,4.1,5.2,50.822,7022
6994,-84.760564,31.191694,3.8,4.9,50.73,7023
6995,-84.760569,31.191708,3.9,4.5,50.683,7024
6996,-84.760574,31.191723,3.8,5.3,50.687,7025
6997,-84.76058,31.19174,4.7,6.2,50.749,7026
6998,-84.760587,31.191761,5.7,6.8,50.803,7027
6999,-84.760595,31.191784,6,7.3,50.871,7028
7000,-84.760604,31.191809,6,6.8,50.97,7029
7001,-84.760613,31.191834,6,7,51.035,7030
7002,-84.760622,31.191859,6.9,7.1,51.123,7031
7003,-84.760631,31.191885,7.6,8.7,51.282,7032
7004,-84.76064,31.19191,6.6,8.5,51.363,7033
7005,-84.760649,31.191936,6.2,8,51.449,7034
7006,-84.760657,31.191962,7.4,7.7,51.5,7035
7007,-84.760666,31.191988,7.6,9.3,51.553,7036
7008,-84.760676,31.192013,6.7,7.7,51.581,7037
7009,-84.760685,31.192039,5.7,7.9,51.621,7038
7010,-84.760694,31.192064,8.4,7.4,51.678,7039
7011,-84.760702,31.19209,6,7.1,51.705,7040
7012,-84.760712,31.192116,5.6,7.7,51.699,7041
7013,-84.760721,31.192141,5.7,8,51.71,7042
7014,-84.76073,31.192167,4.8,6.8,51.701,7043
7015,-84.760739,31.192193,4.7,8.2,51.708,7044
7016,-84.760748,31.192219,4.7,7.6,51.661,7045
7017,-84.760758,31.192245,4.1,7.6,51.611,7046
7018,-84.760767,31.192271,4,7.3,51.601,7047
7019,-84.760778,31.192301,2.8,7.5,51.573,7048
7020,-84.760789,31.192331,2.8,6.3,51.501,7049
7021,-84.760799,31.192362,2.5,5.5,51.465,7050
7022,-84.76081,31.192392,2.3,5.1,51.412,7051
7023,-84.76082,31.192423,2.4,4.6,51.395,7052
7024,-84.760831,31.192453,2.7,5.3,51.327,7053
7025,-84.760842,31.192484,2.7,5.7,51.274,7054
7026,-84.760853,31.192515,2.8,5.8,51.307,7055
7027,-84.760863,31.192545,2.5,5.4,51.263,7056
7028,-84.760874,31.192576,2.3,5.5,51.255,7057
7029,-84.760885,31.192606,2.4,5.6,51.243,7058
7030,-84.760895,31.192637,2.4,4.7,51.209,7059
7031,-84.760907,31.192667,2.2,5.5,51.188,7060
7032,-84.760916,31.192696,2.5,6,51.126,7061
7033,-84.760925,31.192722,2.6,7.1,51.135,7062
7034,-84.760934,31.192745,3.4,7.5,51.136,7063
7035,-84.760941,31.192767,3.5,8.5,51.104,7064
7036,-84.760946,31.192788,3.2,8.4,51.059,7065
7037,-84.760946,31.192811,2.9,6.8,51.015,7066
7038,-84.760941,31.192829,2.9,7.6,51.034,7067
7039,-84.760932,31.192846,4.2,8.4,50.935,7068
7040,-84.760919,31.19286,4.2,7.4,50.915,7069
7041,-84.760902,31.192872,3.8,7.3,50.906,7070
7042,-84.760883,31.192879,3.4,7.4,50.866,7071
7043,-84.760862,31.192884,3.6,8.9,50.881,7072
7044,-84.760842,31.192883,3.5,7.9,50.899,7073
7045,-84.760824,31.192876,3.9,8.5,50.929,7074
7046,-84.760811,31.192862,3.4,8.4,50.971,7075
7047,-84.760801,31.192841,3.3,8.5,50.985,7076
7048,-84.760792,31.192815,3.9,8.3,51.035,7077
7049,-84.760784,31.19279,3.7,9.9,51.054,7078
7050,-84.760776,31.192764,4,9.1,51.057,7079
7051,-84.760768,31.192738,2.9,7.6,51.135,7080
7052,-84.76076,31.192712,2.4,5.9,51.115,7081
7053,-84.760751,31.192686,1.8,5.5,51.21,7082
7054,-84.760741,31.192656,2,5.1,51.21,7083
7055,-84.76073,31.192625,2.1,5.7,51.227,7084
7056,-84.760719,31.192595,3.1,6.6,51.214,7085
7057,-84.760709,31.192566,3,5.8,51.255,7086
7058,-84.760699,31.192535,2.5,6.9,51.294,7087
7059,-84.760688,31.192505,2.2,6.4,51.329,7088
7060,-84.760677,31.192475,2.8,6.3,51.35,7089
7061,-84.760666,31.192445,2.3,6,51.395,7090
7062,-84.760656,31.192415,3,6.2,51.403,7091
7063,-84.760645,31.192384,3.5,7,51.467,7092
7064,-84.760634,31.192354,3.9,7.4,51.456,7093
7065,-84.760623,31.192324,3.8,7.8,51.496,7094
7066,-84.760613,31.192294,4.1,7.6,51.491,7095
7067,-84.760602,31.192263,5,8.8,51.479,7096
7068,-84.760591,31.192233,4.7,8,51.467,7097
7069,-84.76058,31.192203,4.5,9.3,51.432,7098
7070,-84.760569,31.192172,4.7,7.9,51.416,7099
7071,-84.76056,31.192141,4.6,8.5,51.415,7100
7072,-84.760548,31.192114,5.5,9.5,51.356,7101
7073,-84.760539,31.192087,6.2,10.1,51.365,7102
7074,-84.760531,31.192061,6.6,11.2,51.33,7103
7075,-84.760522,31.192035,8,12.7,51.252,7104
7076,-84.760513,31.192009,6.1,12.3,51.233,7105
7077,-84.760503,31.191983,6.8,9.4,51.183,7106
7078,-84.760494,31.191957,5.6,7.9,51.084,7107
7079,-84.760485,31.191931,5.2,7,51.058,7108
7080,-84.760476,31.191905,5.3,6.4,50.987,7109
7081,-84.760467,31.191879,5.2,8.2,50.96,7110
7082,-84.760458,31.191853,5.4,8.6,50.873,7111
7083,-84.76045,31.191831,5.4,8.7,50.769,7112
7084,-84.760443,31.191813,5.8,8.6,50.688,7113
7085,-84.760437,31.191795,5.9,8.1,50.662,7114
7086,-84.760432,31.191779,4.9,8.3,50.62,7115
7087,-84.760426,31.191765,4.2,8.2,50.598,7116
7088,-84.760422,31.19175,3,7.4,50.57,7117
7089,-84.760416,31.191736,6.7,9,50.576,7118
7090,-84.760411,31.191721,5.3,8.9,50.634,7119
7091,-84.760404,31.191703,4.9,8.8,50.659,7120
7092,-84.760397,31.191682,6.1,8.9,50.665,7121
7093,-84.760389,31.191658,5.6,10.6,50.712,7122
7094,-84.76038,31.191632,4.7,8.5,50.751,7123
7095,-84.760371,31.191606,5.3,9,50.73,7124
7096,-84.760362,31.191581,4.3,9.7,50.76,7125
7097,-84.760353,31.191555,4.9,9.1,50.792,7126
7098,-84.760345,31.191529,5.4,10.6,50.804,7127
7099,-84.760334,31.191503,6.1,11.7,50.8,7128
7100,-84.760324,31.191477,5.7,10.8,50.774,7129
7101,-84.760314,31.191452,5.9,11.1,50.754,7130
7102,-84.760305,31.191426,5.5,10.9,50.71,7131
7103,-84.760296,31.1914,5.1,9.4,50.678,7132
7104,-84.760287,31.191374,5,10.1,50.628,7133
7105,-84.760278,31.191348,4.3,9.3,50.575,7134
7106,-84.760269,31.191322,3.8,8,50.501,7135
7107,-84.760261,31.191296,3.3,7.5,50.446,7136
7108,-84.760252,31.19127,3.7,9.1,50.391,7137
7109,-84.760244,31.191248,3.6,6.9,50.346,7138
7110,-84.760237,31.191228,3.5,7.8,50.3,7139
7111,-84.760231,31.191209,3.6,6.8,50.286,7140
7112,-84.760225,31.191191,2.6,6.5,50.266,7141
7113,-84.760218,31.191173,1.9,6.1,50.227,7142
7114,-84.760211,31.191156,2.2,6.1,50.241,7143
7115,-84.760206,31.191138,2.1,4.5,50.168,7144
7116,-84.7602,31.19112,3,7.9,50.257,7145
7117,-84.760194,31.1911,3.3,7.6,50.25,7146
7118,-84.760186,31.191077,2.9,7.6,50.32,7147
7119,-84.760177,31.191051,2.8,7.1,50.344,7148
7120,-84.760168,31.191025,3.1,6.3,50.345,7149
7121,-84.760159,31.191,2.8,5.9,50.388,7150
7122,-84.76015,31.190974,2.7,7.6,50.378,7151
7123,-84.760141,31.190948,2.8,7.2,50.412,7152
7124,-84.760133,31.190922,2.8,7.3,50.419,7153
7125,-84.760123,31.190897,2.9,7.4,50.438,7154
7126,-84.760114,31.190871,3.4,7.4,50.42,7155
7127,-84.760105,31.190846,3.8,8,50.441,7156
7128,-84.760097,31.19082,3.4,8.7,50.391,7157
7129,-84.760088,31.190794,3.1,7.6,50.408,7158
7130,-84.760078,31.190769,3.5,7.5,50.36,7159
7131,-84.760069,31.190743,3.6,8.3,50.385,7160
7132,-84.76006,31.190717,3.1,7.5,50.389,7161
7133,-84.760051,31.190692,3,7.7,50.356,7162
7134,-84.760042,31.190666,3.1,7.8,50.34,7163
7135,-84.760032,31.190638,3.3,8.8,50.296,7164
7136,-84.760022,31.190607,3.5,7.8,50.268,7165
7137,-84.760011,31.190576,3.4,8.2,50.201,7166
7138,-84.760001,31.190546,3.6,8.6,50.15,7167
7139,-84.75999,31.190516,3.4,7.9,50.124,7168
7140,-84.759979,31.190486,3.1,7.4,50.055,7169
7141,-84.759968,31.190455,2.8,6.4,50.064,7170
7142,-84.759957,31.190425,2.8,6.7,50.001,7171
7143,-84.759947,31.190394,3.1,7.6,49.945,7172
7144,-84.759936,31.190364,3,6.5,49.905,7173
7145,-84.759926,31.190333,3.3,6,49.823,7174
7146,-84.759915,31.190303,3.4,6.8,49.843,7175
7147,-84.759905,31.190272,3,7.5,49.819,7176
7148,-84.759894,31.190242,3.1,6,49.778,7177
7149,-84.759883,31.190212,3.5,7.5,49.749,7178
7150,-84.759873,31.190181,3.6,7.8,49.723,7179
7151,-84.759862,31.190151,4,8.3,49.697,7180
7152,-84.759851,31.19012,3.3,7.4,49.671,7181
7153,-84.75984,31.19009,4,8.3,49.625,7182
7154,-84.75983,31.190059,3.6,7.7,49.618,7183
7155,-84.759819,31.190029,3.4,7.1,49.589,7184
7156,-84.759808,31.189998,3,6.6,49.55,7185
7157,-84.759798,31.189967,3.2,6.6,49.483,7186
7158,-84.759787,31.189937,3.6,7.2,49.463,7187
7159,-84.759776,31.189906,3,6.5,49.438,7188
7160,-84.759766,31.189876,2.8,7.1,49.439,7189
7161,-84.759755,31.189845,2.3,6.5,49.437,7190
7162,-84.759744,31.189815,2.2,5.7,49.391,7191
7163,-84.759734,31.189785,2.5,5.1,49.399,7192
7164,-84.759723,31.189754,2.3,4.6,49.35,7193
7165,-84.759712,31.189724,1.9,4,49.345,7194
7166,-84.759702,31.189693,2.1,4.2,49.32,7195
7167,-84.759692,31.189665,1.9,4.3,49.324,7196
7168,-84.759683,31.18964,1.7,4.4,49.326,7197
7169,-84.759674,31.189614,2.4,4.8,49.351,7198
7170,-84.759666,31.189588,2.2,4.4,49.26,7199
7171,-84.759657,31.189563,1.9,3.9,49.224,7200
7172,-84.759647,31.189538,1.7,3.8,49.158,7201
7173,-84.759638,31.189512,1.4,3.7,49.186,7202
7174,-84.759629,31.189487,2.1,4.6,49.171,7203
7175,-84.759619,31.189459,4,6.7,49.25,7204
7176,-84.759609,31.189429,3.4,7.1,49.303,7205
7177,-84.759598,31.189399,3.3,6.6,49.373,7206
7178,-84.759587,31.189369,3.4,7,49.366,7207
7179,-84.759577,31.189338,2.9,7,49.399,7208
7180,-84.759567,31.189308,2.8,6.1,49.409,7209
7181,-84.759556,31.189277,2.4,5.3,49.41,7210
7182,-84.759545,31.189247,2.4,5.4,49.395,7211
7183,-84.759535,31.189217,2.4,5.6,49.382,7212
7184,-84.759524,31.189186,2.5,5.4,49.384,7213
7185,-84.759513,31.189156,2.4,4.9,49.389,7214
7186,-84.759503,31.189125,2.4,4.5,49.363,7215
7187,-84.759493,31.189098,2,3.7,49.259,7216
7188,-84.759484,31.189072,1.4,3.2,49.28,7217
7189,-84.759475,31.189047,1.7,3.5,49.262,7218
7190,-84.759467,31.189021,1.5,3.1,49.306,7219
7191,-84.759457,31.188996,1.5,3.2,49.298,7220
7192,-84.759449,31.18897,1.5,2.7,49.333,7221
7193,-84.75944,31.188945,1.3,2.8,49.329,7222
7194,-84.759431,31.188919,1.4,3.1,49.354,7223
7195,-84.759422,31.188895,1.4,2.9,49.315,7224
7196,-84.759415,31.188874,1.6,2.9,49.321,7225
7197,-84.759407,31.188852,1.2,2.9,49.354,7226
7198,-84.7594,31.188831,1.2,2.5,49.344,7227
7199,-84.759393,31.188811,0.6,2,49.343,7228
7200,-84.759385,31.18879,1.2,2.7,49.309,7229
7201,-84.759378,31.188769,1.1,2.3,49.371,7230
7202,-84.759371,31.188748,0.8,2.8,49.299,7231
7203,-84.759364,31.188727,1.4,2.9,49.307,7232
7204,-84.759356,31.188706,1.6,2.8,49.354,7233
7205,-84.759349,31.188685,1.4,2.7,49.359,7234
7206,-84.759343,31.188667,1.2,2.6,49.355,7235
7207,-84.759336,31.188646,0.9,2.2,49.366,7236
7208,-84.759326,31.18862,0.9,2.4,49.348,7237
7209,-84.759316,31.188592,1.3,2.9,49.356,7238
7210,-84.759306,31.188562,1.3,3.4,49.379,7239
7211,-84.759296,31.188531,1.5,3.4,49.384,7240
7212,-84.759285,31.188501,1.4,3.5,49.38,7241
7213,-84.759274,31.18847,2.1,4.1,49.376,7242
7214,-84.759263,31.188439,2.6,4.4,49.334,7243
7215,-84.759253,31.188409,2.9,4.5,49.288,7244
7216,-84.759243,31.188384,3,4.7,49.255,7245
7217,-84.759235,31.188358,2.9,4,49.181,7246
7218,-84.759225,31.188332,1.8,4.2,49.18,7247
7219,-84.759216,31.188307,2.3,3.7,49.1,7248
7220,-84.759208,31.188281,0.9,4.2,49.096,7249
7221,-84.759199,31.188255,0.8,3.1,49.061,7250
7222,-84.759189,31.18823,1.6,3.3,49.074,7251
7223,-84.75918,31.188204,1.9,4.5,49.085,7252
7224,-84.759172,31.188178,2.3,5.2,49.058,7253
7225,-84.759162,31.188152,2.6,5.1,49.024,7254
7226,-84.759153,31.188126,2.9,3.3,49.015,7255
7227,-84.759144,31.1881,3.4,6.7,48.99,7256
7228,-84.759135,31.188074,3.6,5.7,48.991,7257
7229,-84.759128,31.188053,3.9,5.8,48.941,7258
7230,-84.75912,31.188032,3.6,6.1,48.901,7259
7231,-84.759102,31.18799,3.2,2.5,48.943,7260
7232,-84.759042,31.187959,4.8,6.5,49.004,7262
7233,-84.758997,31.187973,3.7,7.8,49.021,7263
7234,-84.758981,31.187989,3.8,7.1,49.023,7264
7235,-84.75897,31.188009,4.7,8.1,48.935,7265
7236,-84.758963,31.188034,5.7,8.1,48.955,7266
7237,-84.758965,31.188061,5.8,8.1,49.024,7267
7238,-84.758972,31.188087,4.9,7.2,48.976,7268
7239,-84.758979,31.188113,3.1,5.9,49.016,7269
7240,-84.758987,31.188139,2.4,5.5,49.01,7270
7241,-84.758996,31.188164,1.8,4.8,49.039,7271
7242,-84.759005,31.18819,1.9,4.9,49.05,7272
7243,-84.759014,31.188215,1.5,3.9,49.094,7273
7244,-84.759023,31.188241,1.5,4.1,49.094,7274
7245,-84.759032,31.188266,1.2,4.3,49.125,7275
7246,-84.759041,31.188292,1.1,4.1,49.147,7276
7247,-84.75905,31.188318,1,4.1,49.151,7277
7248,-84.759059,31.188345,1.2,4.3,49.19,7278
7249,-84.759069,31.188375,1.2,4.1,49.194,7279
7250,-84.75908,31.188405,0.9,3.4,49.239,7280
7251,-84.759091,31.188435,0.9,3.2,49.274,7281
7252,-84.759101,31.188465,0.8,3.2,49.3,7282
7253,-84.759111,31.188495,1,3.1,49.341,7283
7254,-84.759122,31.188525,1.2,3.6,49.341,7284
7255,-84.759132,31.188555,1.2,3.2,49.35,7285
7256,-84.759142,31.188585,1,3.4,49.362,7286
7257,-84.759153,31.188614,1.3,3.6,49.348,7287
7258,-84.759162,31.188639,1.4,3.4,49.314,7288
7259,-84.759169,31.18866,1.7,3.8,49.34,7289
7260,-84.759176,31.188682,1.2,3.3,49.338,7290
7261,-84.759184,31.188703,1.2,3,49.322,7291
7262,-84.759191,31.188723,1.8,2.8,49.311,7292
7263,-84.759198,31.188744,1.2,3.1,49.326,7293
7264,-84.759206,31.188765,0.5,1.8,49.347,7294
7265,-84.759214,31.188787,1.4,2.7,49.324,7295
7266,-84.75922,31.188807,0.7,3,49.263,7296
7267,-84.759227,31.188828,0.8,2.5,49.279,7297
7268,-84.759236,31.18885,0.7,2.7,49.346,7298
7269,-84.759244,31.188875,1.4,2.6,49.369,7299
7270,-84.759252,31.188901,1.6,2.8,49.308,7300
7271,-84.759261,31.188927,1.2,2.9,49.318,7301
7272,-84.759271,31.188953,1.2,2.5,49.301,7302
7273,-84.759279,31.188974,1.5,2.9,49.249,7303
7274,-84.759286,31.188996,1.9,3.3,49.223,7304
7275,-84.759292,31.189014,1.6,2.9,49.236,7305
7276,-84.759299,31.189032,1.7,2.6,49.218,7306
7277,-84.759305,31.189049,1.5,2.5,49.208,7307
7278,-84.759312,31.189068,1.6,2.6,49.162,7308
7279,-84.759318,31.189085,1.2,2.3,49.236,7309
7280,-84.759324,31.189103,1.2,1.9,49.18,7310
7281,-84.759331,31.189123,1.1,1.7,49.24,7311
7282,-84.759338,31.189145,1.8,2.4,49.226,7312
7283,-84.759347,31.18917,2,2.6,49.26,7313
7284,-84.759356,31.189197,2.3,2.8,49.258,7314
7285,-84.759366,31.189222,2.5,3.5,49.24,7315
7286,-84.759375,31.189248,2.7,4.5,49.211,7316
7287,-84.759384,31.189274,3.2,5,49.158,7317
7288,-84.759393,31.1893,3.1,5.8,49.173,7318
7289,-84.759402,31.189325,3.2,6,49.187,7319
7290,-84.759411,31.189351,3.5,7.1,49.183,7320
7291,-84.759421,31.189378,3,7,49.17,7321
7292,-84.759429,31.189403,2.4,6.2,49.146,7322
7293,-84.759439,31.189428,2.4,5.2,49.148,7323
7294,-84.759447,31.189454,0.9,4.4,49.147,7324
7295,-84.759456,31.189479,1.2,4.2,49.126,7325
7296,-84.759465,31.189505,2,4.9,49.225,7326
7297,-84.759474,31.189531,2.8,5.3,49.236,7327
7298,-84.759483,31.189557,3.1,5.6,49.256,7328
7299,-84.759492,31.189583,3.3,5.8,49.247,7329
7300,-84.759501,31.189608,3.1,4.8,49.238,7330
7301,-84.75951,31.189634,2.5,4.7,49.23,7331
7302,-84.759519,31.189659,2.4,4.3,49.194,7332
7303,-84.759528,31.189686,2.6,6.2,49.264,7333
7304,-84.759537,31.189711,2.7,5.3,49.262,7334
7305,-84.759547,31.189737,3.2,6.5,49.283,7335
7306,-84.759556,31.189763,2.9,6,49.319,7336
7307,-84.759565,31.189789,3.1,7.1,49.334,7337
7308,-84.759574,31.189815,3.6,7.2,49.326,7338
7309,-84.759583,31.18984,3.4,7,49.343,7339
7310,-84.759592,31.189866,2.7,7,49.381,7340
7311,-84.759601,31.189892,3.1,7.4,49.41,7341
7312,-84.75961,31.189918,3.1,7.7,49.401,7342
7313,-84.759619,31.189943,2.9,7.1,49.437,7343
7314,-84.759628,31.189969,3.1,7.6,49.467,7344
7315,-84.759637,31.189996,2.5,7,49.477,7345
7316,-84.759648,31.190026,2.6,7,49.489,7346
7317,-84.759658,31.190057,2.2,6,49.522,7347
7318,-84.759669,31.190087,2.4,5.5,49.534,7348
7319,-84.75968,31.190118,3.1,6.8,49.6,7349
7320,-84.75969,31.190148,3.4,7.1,49.61,7350
7321,-84.759701,31.190178,3.7,8.7,49.683,7351
7322,-84.759711,31.190209,3.7,9.1,49.73,7352
7323,-84.759722,31.190239,3.5,8.6,49.757,7353
7324,-84.759733,31.190269,3.2,7.5,49.759,7354
7325,-84.759743,31.1903,3.7,8.4,49.841,7355
7326,-84.759754,31.19033,3.4,8.2,49.851,7356
7327,-84.759765,31.190361,3.8,8.3,49.918,7357
7328,-84.759776,31.190392,3.7,7.7,50.011,7358
7329,-84.759787,31.190422,3.7,6.7,50.001,7359
7330,-84.759797,31.190452,3.7,7,50.033,7360
7331,-84.759807,31.190483,3.2,7.4,50.121,7361
7332,-84.759818,31.190513,3.4,8.4,50.164,7362
7333,-84.759829,31.190543,2.8,8.4,50.174,7363
7334,-84.759839,31.190573,3,8.5,50.225,7364
7335,-84.75985,31.190603,2.7,8.1,50.298,7365
7336,-84.75986,31.190633,2.9,7.3,50.353,7366
7337,-84.759871,31.190663,2.8,7.4,50.454,7367
7338,-84.759882,31.190694,3.2,7.1,50.475,7368
7339,-84.759893,31.190724,2.9,7.5,50.477,7369
7340,-84.759903,31.190755,3.4,7.7,50.476,7370
7341,-84.759914,31.190786,3.5,7.6,50.485,7371
7342,-84.759925,31.190816,3.4,7.1,50.493,7372
